41798
<<<<<<< HEAD
online_community 1.204892
onion_networks 1.178717
offered_load 1.175033
obligation 0.851299
ob 0.612399
ns-cta 2.018606
nphardness 1.613872
notify 0.912519
noticeably 0.839576
nonrumors 1.831750
noisy_environment 1.280332
nodelimited 1.772356
nii 1.113838
newsgathering 0.763798
news_agencies 1.146121
newly_published 1.285033
neutralize 0.867219
network_traffic 0.650171
network_partitions 0.894604
network_load 1.053331
network_connections 0.792372
network_administrator 1.146487
netcluspattern 1.714919
necessitates 0.703069
nallapati 1.855068
naaman 1.084823
mz 0.999968
multi-team 1.832967
motivational 0.703014
momentbased 1.510121
mohamed 0.880979
mobile_operators 1.243726
mmi 1.125048
minesmooth 1.680000
milliseconds 0.740990
metric_space 0.816192
mentionfeature 1.794051
mcmr 1.705859
maxutility 1.572071
maximum_sum 0.931820
maximal_independent_set 1.602916
matsuo 1.137321
marton 1.176796
maritan 1.627406
magenta 1.095134
magdoncs 2.067645
madan 1.062245
maclayer 1.562313
maccartney 1.435257
lynch 1.483792
lui 0.975231
luan 1.302030
ltration 1.635518
lowerbound 1.504134
lowe 1.379279
logics 0.909667
locx 1.920274
location_based 1.183438
local_maxima 1.172152
local_feature 1.385028
lloyd 1.171575
linear_programs 0.920237
linear_discriminant_analysis 0.805880
line_segments 1.215937
line_segment 1.210941
lecun 0.982176
lbp 0.936273
latency_minimization 0.646911
large_sparse 1.069389
lara 1.198843
lal 1.272381
kwalk 1.964327
kumara 1.293369
kovanen 1.139734
knowitall 1.617663
kmaxgq 2.091703
kinship 0.750851
kdistance 1.700717
kap 1.236981
kalnis 1.871561
kalmans 1.776184
job_placement 1.431617
joan 1.204721
jingjing 0.795954
jecicj 2.052615
iterative_algorithms 0.537438
item_set 1.251995
issn 0.861438
ismail 1.113606
ires 1.218088
ipa 0.871947
invocation 0.770320
inverted 0.659639
inversely 0.600639
intracluster 0.630430
intracentrality 1.810358
interpersonal_relations 0.988689
insupport 1.863124
injured 1.030435
initiatives 0.772180
initial_results 1.092889
informationsharing 1.609768
infogain 1.921734
index_structures 1.092556
incore 1.448750
inclined 0.938877
incentive_compatibility 0.960153
inareacampf 2.184686
inaccessible 0.831295
impressive 0.894978
imagery 0.666416
image_database 1.203456
icassp 1.074889
hungarian 0.911553
human_intelligence 1.011678
hufnagel 1.348519
hubaux 1.771138
httpdblp 1.773466
hsx 1.161591
howard 1.194078
homophilic 0.469788
holidays 1.009510
hkini 1.806252
hiking 0.876628
higher_dimensions 1.219558
hge 1.172722
heterogeneous_objects 0.836005
headlines 0.972260
hanj 1.979246
handheld 0.909688
hai 0.714502
guojun 0.894602
guiltbyassociation 1.544471
groupbased 1.466629
graph_theoretic 0.624686
gramian 0.731330
graduation 1.104381
goodreau 1.029875
goldwasser 1.090523
gmax 0.748286
giniindex 1.747368
ghemawat 1.252495
gaticaperez 1.743507
gass 1.577992
gale 1.193162
fundamentals 0.977477
fslda 1.694875
forwarder 1.001335
forget 0.955040
foreground 1.107848
fmeasures 1.758364
flu 0.799681
fisher_criterion 1.463812
fiore 0.985471
fine 0.905091
findings_suggest 0.953643
fetches 1.111767
ferguson 1.198479
fehr 1.220478
false_reports 1.236621
factors_affecting 0.874748
faceted 0.779771
fabrikant 1.252587
external_information 0.875631
expr 1.272361
exponential_function 0.801009
explor 1.167050
expcid 1.689877
exactness 0.828475
event_structure 1.130677
event_analysis 1.223865
european_commission 1.602689
estimationtheoretic 1.782047
ertugrul 1.334191
error_function 1.111021
erds 1.255659
epanet 1.267332
enwiki 1.266033
envisioned 0.979461
entitybased 1.598876
entity_resolution 0.886466
entity_relationships 0.908992
entitled 1.124551
engagements 1.095585
endowed 1.084908
emulation_environment 0.955035
email_spam 0.725192
eknot 1.707369
eigenpredictor 1.646643
egos 1.345523
editorinchief 1.983076
early_adopters 0.886249
dzl 1.513824
dungs 1.114474
dstall 2.585828
doubt 0.916955
distoi 2.045688
dissipates 0.855484
discriminative_learning 1.076032
discrepancies 0.724080
discovering_communities 1.161283
discontinuities 1.098454
disbelieved 1.092911
diminish 0.935208
digest 0.984721
differential_privacy 1.037299
differentiable 0.565984
diazguilera 1.985950
diameterquery 2.339225
detect_anomalies 0.769155
dent 0.818425
deliberate 0.813419
degreebased 1.604868
decrement 0.679275
decoupling 0.520078
decays_exponentially 0.871548
data_type 1.070450
data_structures 0.789438
data_cleaning 0.672633
dac 0.881675
cvi 1.104954
customizable 0.838665
curious 1.163417
curate 0.746348
ctgc 1.666059
csspalgorithms 1.762417
csp 0.856481
csn 1.119674
critical_infrastructures 1.250722
creator 0.972496
cpq 1.224741
coverage_problem 1.008358
corenlp 1.920099
cor 0.936104
convince 0.660473
controversial_topic 1.373984
contagions 0.832521
constant_rate 0.800021
conscious 0.896081
conference_paper 1.382301
condential 1.808159
concept_similarity 1.100799
computational_costs 0.625204
commonsense 0.677995
common_patterns 1.044978
comamazon 1.776431
columnwise 1.696539
coldstart 1.619932
cohits 1.763239
cognitive_sciences 1.255172
coco 1.252868
cocite 1.885835
coachella 1.206309
cmin 1.006722
cluster_analysis 0.934574
closure_property 1.116570
climate_change 1.094781
cleotilde 1.266813
classbased 2.016846
class_imbalance 0.824302
cirincione 1.173215
cidqp 1.907118
cidcidm 1.887155
chowdhury 0.911115
chiwang 1.520441
chinas 0.923762
childrens 0.800203
checkpointing 0.795122
chats 1.002179
chaotic 0.850070
chaoji 1.324565
chair 1.337719
cet 0.748509
cayrol 1.049992
cardinalities 0.723796
candidate_list 1.108075
cancel 0.914699
callers 1.146317
buys 1.240310
busy_period 1.495700
bunt 1.242252
broadening 0.910552
brbaaj 2.180713
brazilian 0.920306
bpv 1.472687
borgwardt 1.694349
boot 1.210133
bombings 0.924764
bodies 0.794484
bnt 1.198624
bloom 1.328542
blood 1.066213
biogrid 1.033488
betan 1.685815
best_fit 1.305343
belongingness 0.676377
beli 0.988562
battiston 1.084085
barnes 1.377061
badsource 2.097172
avraham 1.265242
atcm 1.479553
arrangements 0.956451
arls 1.460057
archive 0.939046
antagonistic 0.870659
annual_international_acm_sigir_conference 1.608558
announcement 1.334744
ank 0.881975
analytical_solution 1.051974
ana 1.122193
alternate_reality 1.293042
allc 0.941263
aligntrust 1.661655
ajsi 1.765590
ais 0.937552
ahfe 1.616244
agn 0.432649
affiliations 0.961919
affiliates 0.928085
affairs 0.884624
adminship 1.176558
adc 0.962770
ada 1.160231
acidd 2.199170
acar 0.993016
a_weighting 1.089250
zlt 1.674504
zhejiang_university 1.132115
ysx 1.807731
yosef 0.948268
xlxtl 2.013970
xji 1.906289
xee 1.672700
word_lists 1.075604
word_frequency 1.042099
wmin 0.819886
wik 1.042701
welldefined 1.404513
weibo 0.553457
web_objects 0.981453
weaklysupervised 1.620042
weakly_supervised 1.174517
wayne 1.118850
wavelet_basis 1.057144
wastes 0.878792
warp 1.067390
walsh 1.208467
waiting_times 1.021358
vorobeychik 1.771799
voip 0.665242
voicecall 1.801599
voice_data 1.074860
virtualization 0.757408
vikas 0.993307
vicinities 1.035819
velocities 0.721324
vazirani 0.854631
vaz 1.184880
vary_greatly 0.989765
valuebased 1.622719
valuable_insights 0.864825
uss 0.954641
usertouser 1.580887
userreg 2.139023
useritem 1.522069
usd 0.958941
uri 0.903208
uppercase 1.118833
upgrades 0.690252
upfal 1.401164
unnecessarily 0.908732
unitweight 1.742481
uniformity 0.585596
unfolds 0.897785
uneven 0.656087
underpin 0.829742
undermining 1.274394
undermines 0.765349
unavoidable 0.719875
umts 0.580942
ukraine 1.170982
uiv 0.813973
ubiquitously 0.700873
twittermonitor 1.849435
tunable_parameters 0.635330
tsochantaridis 1.871999
tsinghua 0.755656
trt 1.163270
trigram 0.717700
transmission_probability 1.008694
transmission_overhead 1.111065
transientstate 1.892772
traina 1.331606
trade-offs 1.651931
tnx 0.869116
tipping 1.198290
time_sharing 1.238225
tightly_coupled 0.870475
tier 0.720659
text_similarity 1.135664
tent 1.003754
tensor_product 0.796743
temporal_outlier_detection 1.078821
tbm 0.690954
tanvir 1.274472
tagset 1.252050
szymanskcs 1.903942
synchrony 0.740504
synchronizing 0.646196
sybil_attacks 1.268612
suitor 1.129268
subways 0.908055
subsumes 0.713465
submatrix 0.747084
subjective_trust 0.903443
subdue 0.984215
stub 1.066532
stroudsburg 1.201907
stretched 1.005507
strengthens 0.658334
strengthening 0.751272
strengthen 0.751308
srikumar 1.062467
speech_act 1.236676
spatial_constraints 0.868985
sparse_cuts 1.214635
sorrentino 1.232691
solitons 0.794323
softmax 0.665879
sociodemographic 0.865715
sociality 0.959896
social_roles 0.953503
social_cues 1.045671
social_contexts 0.724297
socepinions 2.158015
slows 0.849138
skewed_distribution 0.995459
sixth_acm 1.572302
sight 1.093776
shuffled 0.848739
shops 1.052777
shilton 1.186487
shareonly 2.260996
shards 0.886218
shamoun 1.079282
ses 0.738080
selfdynamics 1.797175
selfcollaboration 1.766276
selection_strategies 0.966180
selection_criteria 0.831495
schelling 1.047044
schapire 1.048384
scgc 1.006067
scatter 0.892205
scaling_factor 0.775747
scaling_exponents 0.986141
rsparse 1.874465
rsc 1.187556
roundtrip 0.688416
rounded 0.710335
root_mean_squared_error 1.068444
roll 1.105060
rithm 1.088284
ris 0.926632
retrained 0.922906
resembling 0.953572
researches 0.835504
rerun 0.843788
reranked 1.090962
reproducibility 0.686336
reproduces 0.758755
remain_unchanged 1.104198
relaxes 0.906071
relative_weights 1.077675
relational_learning 1.061540
reinforces 0.925416
regulated 0.663023
regular_graph 1.067089
refine 0.818435
reedtsochas 1.898033
redundancy_removal 1.034246
realizes 0.805177
realistically 0.715885
rank_condition 1.291778
randomly_drawn 1.017848
randomizing 0.796316
quote 1.028962
queuing 0.788090
quantitatively_evaluate 0.888829
quantification 0.475676
qlb 1.490963
qing 0.845051
ptd 1.019943
propbank 1.070698
propagation_rules 0.958523
programming_languages 0.971833
prior_studies 1.087776
prior_distributions 0.962289
primary_partition 1.274217
prevented 1.235721
prevails 0.998362
prepaid 0.769392
predication 0.642840
precipitation 0.603471
power-law 1.538150
poverty 0.703784
postprocess 1.043351
poor_quality 0.940509
polylogarithmic 1.027630
pms 1.148718
pmpm 1.795903
plsi 1.420277
pli 0.972146
plain_text 0.993856
pjj 2.042814
pir 0.741192
pinning_control 1.174885
philos 1.014918
pgfs 1.304840
pentagon 1.060709
pennall 1.604924
pennacchiotti 1.750765
peerreward 1.576276
peer_pressure 0.873953
peer-to-peer 1.550590
pee 1.092822
pedestrian 0.570171
pcw 0.775987
pbl 1.050632
path_stretch 1.319352
patched 0.951448
passarella 1.482475
passantino 1.502159
participants_completed 1.452894
parameterization 0.528910
parallelizable 0.640701
parallel_community_detection 1.398842
paperauthor 1.696270
palo_alto 1.346697
packing_problem 1.350432
pachinko 1.124983
overlay_topologies 0.903098
outsiders 1.136964
outlook 1.020434
opposite_direction 1.123130
opbilinear 1.800398
online_services 0.988502
onestage 1.671298
oliver 1.086116
oldest 0.937121
okay 1.223461
odesm 1.656514
occurrence_frequency 0.983494
nui 0.950965
nsfc 1.217352
nrmf 1.407507
norton 1.281203
northholland 1.779114
nonrumor 2.152089
nonoptimal 0.894991
nonfaces 1.861609
noisy_channel 1.186781
noise_reduction 1.172096
nofeedback 1.921116
node_weights 0.909107
node_densities 1.144768
nnt 1.058137
nishikawa 1.263257
niii 0.897523
ngerprints 1.557419
newyork 0.941470
newsletter 1.100896
newmanzi 1.779016
newly_created 1.086173
newcomb 1.096017
new_orleans 1.068535
netkitsrl 1.930288
negative_weights 1.218101
negative_emotions 1.266391
ndi 0.993566
ncidb 1.960042
ncbi 0.800332
navigli 0.964070
naivegrid 2.042024
muslim 1.437600
multiples 0.772485
multiple_objects 0.994136
multiple_domains 0.793772
multiple_channels 1.105067
multihop_radio 1.698876
multiattribute 1.092063
multiaccess 0.750822
msrivatsus 2.154719
mscloudq 1.623079
mono 1.520261
mongiovi 1.137277
moleclue 1.453835
mohammed 0.808150
mohammad 0.874652
mobile_environments 1.154482
mob 1.210509
mitigates 0.650941
minv 1.924530
minimum_energy 1.102211
minc 0.787104
mimacr 1.772956
mihail 1.056885
mhwvs 1.821406
message_boards 1.026757
mentionentity 1.742543
membershipbased 1.741185
mcbreen 0.933181
maxu 1.772340
maxs 1.309645
maxp 1.816736
maximum_overlap 1.012575
maxim 0.974751
max_log 1.439898
maui 1.185517
maturity 0.752695
matrix_approximation 1.043646
mation 0.584993
materializes 0.960070
masthoff 0.774608
massive_data 1.103134
martonosi 1.630762
martinez 1.021370
markovitch 1.241060
mapper 0.649229
manually_constructed 1.136046
mann 1.116008
mallet 1.241926
mail 0.961298
magnied 1.319397
mag 1.029820
macr 0.739134
lstm 0.622843
lowsampling 1.745812
lognormal_distributions 0.809446
logistics 0.936185
logarithmically 0.636301
locality_sensitive_hashing 1.138615
linkedvis 1.497696
link_discovery 1.252269
limk 1.313337
legdp 1.791557
leakage 0.669803
large_size 0.783337
land 0.855593
labeled_documents 1.253731
kulis 1.050617
kramer 1.190253
kpartite 1.602244
kozareva 1.718652
kolmogorov_complexity 0.818527
knowledge_acquisition 1.174656
klogv 1.978341
khi 1.196402
key_points 1.130468
key_concepts 0.901132
kephart 1.054973
kennedy 0.918597
kbk 0.875240
jindal 0.793113
jialu 1.136727
iyi 1.154658
issuance 0.813918
irs 1.073374
ipad 0.747735
ip_packets 0.907471
ip_multicast 0.863060
ioc 1.297319
inversions 0.856176
inuencer 1.711494
intr 0.735242
intermodule 1.170297
interconnecting 0.687385
interactive_exploration 1.078555
integrator 0.719374
instrumental 1.069813
inputoutput 0.972859
innermost 1.177776
inltrated 1.759461
inherit 0.731565
influential_nodes 0.796267
infection_control 0.939511
induced_subgraphs 0.782445
inaccurate_information 1.104937
impactful 0.744938
ile 0.979251
ikcid 1.875732
iiid 0.820819
iid 0.846986
ide 0.864747
icon 1.111863
iblwt 1.841752
hypervisor 0.691475
hyper 0.728567
hte 1.115629
hrs 1.195284
hopkins 1.296645
hollingshead 1.174858
hoffman 1.304196
hoa 1.103867
hmm_based 1.315816
hicss 0.941338
heading 1.321785
hardness_results 0.982233
haigh 1.434337
hackman 0.973593
gyn 1.247613
guards 1.068872
grice 1.087688
greedy_heuristic 0.974315
greedy_approximation 0.885470
greedy_algorithms 0.996599
grateful 0.965058
gpsr 1.291801
gleaned 0.729373
gigantic 1.064027
gigabytes 0.724991
gift 1.277168
gerber 1.325222
geotags 0.860688
geographical_area 0.976778
geographic_routing 1.285127
genuinely 1.094429
genet 1.194673
generalpurpose 1.598390
gaussians 0.580776
gaussian_distributions 0.669845
gatherings 0.848285
gangs 0.946218
gamebased 1.673608
fuzzy_logic 1.029459
ftg 1.043085
fteen 1.478978
frequent_phrases 1.013353
fourier 0.626720
forensics 0.714577
forbes 1.222205
fol 0.716244
fnew 1.760990
fmq 1.266805
flush 1.132648
flp 0.682717
flowing 0.856935
flowers 1.118664
flower 2.013778
flood 0.970969
finley 1.112964
fetching 0.898828
feldman 0.987220
feasiblebc 1.849866
fault_tolerance 0.944543
fagins 1.785216
extrapolate 0.768450
externality 0.712456
extended_abstract 1.259954
evidencebased 1.756310
evidence_propagation 1.083484
evangelos 0.971965
eval 0.606729
eva 1.230196
eugene 1.207209
esnmf 1.814321
erramilli 1.960226
ere 1.032192
equidispersion 1.672308
entropies 0.728736
endorsements 1.159206
emitted 0.835580
eck 1.352573
ecidcid 1.946987
ece 0.869262
eager 1.342170
dynamically_changing 0.820439
dynamic_partitioning 1.094768
droplet 0.860474
dropdown 0.985255
draw_conclusions 1.049381
dps 1.069199
document_summarization 0.886182
doan 1.021263
dists 2.026234
district 0.815233
distributed_caching 1.275367
distill 0.820968
disposal 1.323102
disjunction 0.559753
disintegration 1.130927
dishonest 0.997308
discriminant 0.575038
directs 1.114783
digital_signature 1.524496
destination_nodes 1.062391
desires 0.936786
denialofservice 1.667904
democrats 1.044004
demanded 0.794604
deltacons 1.766358
delay_constraints 1.107902
defeater 1.270233
decisive 0.903006
decider 0.805314
deaths 0.867653
customization 0.763009
cur 1.058821
cubeview 1.941358
csur 1.341828
csm 1.209896
crossgender 1.789129
crossed 0.922363
covariances 0.638548
covariance_matrices 0.683059
costbased 1.773943
corpusbased 1.722639
control_signals 1.026729
continuous_variables 0.742145
context_dependent 0.797275
congure 1.510002
confidence_intervals 1.059543
conduct_extensive_experiments 1.068665
conciseness 0.675377
comsnets 1.766941
computational_approaches 0.979360
computation_times 1.239462
complication 0.667960
complex_environments 1.240151
commanders 1.145313
comma 0.827764
collaborative_learning 0.999683
coach 0.829511
clutter 0.778384
clisj 1.955537
clam 0.887566
civs 1.218120
cik 0.854464
cidvi 1.741172
cidras 2.088615
cidpi 1.870922
cidicid 1.732671
cidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidcidci 1.717019
chuang 0.985074
chopra 0.887166
chinese_word_segmentation 1.168171
cheating 1.000520
cedd 0.438319
cebrian 1.109328
cctl 0.990385
caverlee 1.933436
categorizing 0.837970
catastrophe 1.189868
casual 0.837007
carroll 0.968257
carp 0.857289
carnap 0.930887
carl 0.873902
capitalization 0.744966
cameron 1.311426
calibration 0.748463
caching_schemes 0.835375
cabs 0.930849
bution 1.618401
businessman 0.993459
burstier 1.746180
bucketing 1.264633
broad_spectrum 0.936663
brendan 1.088001
branchandbound 1.699704
boundedness 0.850399
bottleneck_node 0.921754
bonacich 1.127359
block_size 1.303404
blinks 1.313997
biking 0.849946
big_picture 1.215930
betteridge 1.425179
bernerslee 1.764678
bergsma 0.906104
benchmark_data_sets 1.388589
belt 1.115146
beamsearch 1.582577
bcm 0.970675
battlefield 1.105193
batches 0.822926
bashan 1.400182
basestation 1.244040
barthlemy 1.822273
barrett 1.135076
barr 1.197451
barnett 1.420631
barbell 0.965078
bahmani 0.901336
authentic 0.959723
attributebased 1.480109
attractors 0.709092
attaining 0.949060
atlantic 1.277662
ascribed 1.192024
arima 0.859494
argumentation_semantics 0.812875
arbitrary_graphs 0.743166
arabic 0.849283
appreciate 1.020110
appraisal 1.022766
ao 0.849654
alonso 1.066746
ale 1.448839
akl 1.215892
aji 0.969971
ahuja 0.974820
agjcid 2.002421
agent_interactions 1.135832
afliations 1.638991
aective 1.712604
acted 1.217342
acp 0.859147
accurately_predicting 0.795856
accomplishing 0.878863
accommodated 0.884684
absorption 0.814744
ablation 0.604499
abe 0.856618
abandoned 1.182912
abandon 0.954485
9 1.171846
zti 1.351848
znm 2.172362
zipflike 2.080136
zgk 2.043982
zegura 1.248884
zcidn 1.879445
yyy 0.850573
yjs 1.419516
yinghui 1.319316
yesterday 1.070740
yau 1.142643
xsn 2.101711
xpub 2.070510
xplore 1.221991
xpf 0.774974
xmin 0.705485
xilai 0.657923
xiaoyu 1.476732
word_pairs 1.024195
wooldridge 1.121001
wmax 0.844872
wkw 1.470728
withwithout 1.880065
withindocument 1.664183
wit 1.062422
wireless_adhoc_networks 1.028810
willinger 1.203135
wikipediabased 1.811209
wikimedia 0.721728
wickramarathne 1.339089
white_noise 1.192596
weight_assignment 1.154665
week_period 1.186311
weapon 0.997696
weakest 1.195035
weaken 0.728014
weak_tie 1.076154
wall_clock 1.727834
vou 1.051972
voting_rules 1.205538
vizcontroller 2.119613
viper 0.849504
vice 0.880325
vertexedge 1.677814
vectorization 0.616138
vector_space_model 1.084911
vecid 1.974684
vbs3 1.149315
valente 1.036351
utterances 0.700504
user_privacy 0.794708
user_population 0.908643
uploader 0.906195
unpromising 0.950408
unpopular 1.058974
unicasting 1.134327
unexplored 0.684372
undominated 0.812128
ullman 1.038437
udi 1.370896
turnover 0.870950
ttests 1.830181
troubleshooting 0.761698
tribution 1.613760
travel_time_prediction 1.534193
transportation_modes 0.810201
trafalgarsquare 2.166116
tourists 0.885750
topiclens 1.562073
tolerable 0.771332
timeslots 0.904583
thurner 1.115003
thrust 0.901213
thresholdbased 1.565091
thatcid 1.637290
tgraphs 1.560651
testi 0.564270
terabyte 0.705065
temporaldynamics 1.714588
temporal_variation 1.127865
t 0.833354
synsets 0.635316
synergies 0.630834
svi 0.983643
susceptibleinfectedsusceptible 1.760113
surprising_patterns 1.542639
supplemental 0.872393
suny 0.997651
sum_capacity 1.271127
success_ratio 1.470754
subsample 0.798175
subcommunity 0.496776
subclass 0.739207
sts 0.602362
structureless 0.887549
string_matching 1.040759
stressed 0.968651
stewart 0.962397
stateofthe 1.597833
starbird 1.078835
stance 0.928366
square_grid 1.162949
sqps 1.823687
sqkps 1.858032
sqact 1.788662
spitkovsky 1.824698
speech_acts 1.400677
spear 1.162738
spba 1.217866
spatial_correlation 0.718511
sociotechnical_systems 0.904684
sociocultural 0.776436
socialcommunication 1.890505
social_theory 0.987318
social_life 1.255529
social_impact 0.933344
snover 1.527193
smr 0.923896
smd 1.036022
smca 0.383081
similarityaware 2.105796
similar_documents 1.072221
sigmoid_function 0.895436
shrinkage 0.787231
shortrange 1.217700
shortlived 1.082447
shneiderman 0.672573
shiftbased 1.737004
shared_leadership 1.443660
shared_knowledge 1.127182
shared_data 1.101006
shan 0.881656
shakkottai 1.835679
seventh_ieee_international 1.137288
settles 1.142252
server_logs 1.029532
serdyukov 0.951217
sequence_alignment 1.101961
sensorbased 1.830851
semanticallyrelated 1.816117
sem 1.135788
selfaveraging 1.886084
searchbased 1.520497
scullard 0.698014
schubert 1.250555
samuel 1.087277
sample_sizes 0.899785
salas 1.123251
s 1.368630
rulewot 1.757568
rrc 1.196710
rozenfeld 1.082276
rolesymmetric 1.633262
robertson 1.119233
rnc 1.026032
rmin 1.739002
risk_assessment 1.007988
rfas 1.358525
restored 1.105452
restore 0.988681
restless 1.282857
respondentdriven 1.840217
resized 0.919819
repphrase 1.705249
renewed 0.865364
remarked 0.915688
reinforcing 0.787441
reichardt 1.089050
reich 1.243946
regularizers 0.932733
regularization_parameters 0.765123
regular_lattices 1.399084
regressionbased 1.562846
redesign 1.018575
recreation 0.873591
recommendation_accuracy 1.195884
recent_progress 1.113418
realis 0.730899
real_money 1.379788
reactive 0.558765
rdfs 0.570633
rca 0.943469
ravasz 1.423017
ranka 0.970349
rank_order 1.117816
random_access 0.907062
qvv 2.112436
quoted 0.959762
questionable 0.805148
quasistationary 1.238767
qoc 1.337971
qntk 2.088422
pyrodfs 1.767756
pwt 1.327754
pubs 0.983224
ptas 0.808878
province 0.800687
protagonist 1.347422
proper_nouns 0.845526
propagator 0.655931
prominently 0.961633
projection_matrix 1.109173
product_review 1.093064
prioritization_scheme 0.961051
prestigious 1.036261
premier 0.929049
preferencebased 1.711458
preemptive_scheduling 1.008308
prediction_errors 0.894720
pragmatism 0.941583
pra 1.080348
power_saving 1.280979
potentially_relevant 1.001391
postlevel 1.728399
post_processing 1.096852
positivesnegatives 2.058090
population_dynamics 0.982174
popescu 1.007570
poll 1.004109
policycompliant 1.797512
pkm 0.830328
pinterest 0.856819
physical_systems 0.930896
physical_interactions 0.958262
phrase_extraction 1.214989
petty 0.995424
persuade 1.100744
personalities 0.764853
permanently 1.055476
periodicities 0.635748
performer 0.985057
perage 1.794945
penn_state 1.268642
pdfs 0.727752
pav 0.972491
pat 0.710730
passby 1.738647
parametrized 0.480066
parallel_computation 0.867971
pageranks 1.199564
oy 1.093555
overtime 0.766221
outties 1.787617
outset 1.101671
outbound 0.886175
oset 1.148894
originally_designed 1.136465
orgjournalsojsa 1.871496
organizers 0.883760
organizational_structures 1.020182
organizational_context 0.994313
ologn 1.795382
okv 1.412640
offdiagonal 1.595719
occlusion 0.660023
oblivious 0.737412
obligations 0.885862
objectively 0.822640
nsubj 2.056694
nonnite 1.833953
nonnegative_integer 0.672730
nonisomorphic 0.792271
nongaussian 1.843639
nonexponential 1.846204
noel 1.236025
nltk 1.149869
nlpcurator 1.854646
nexthop 1.689381
newtonraphson 1.864650
neuron 0.730637
network_central_locations 1.595614
neoj 1.639350
negahban 0.789386
needing 0.767266
nearcliques 1.733409
ndu 0.903906
nder 0.673672
ncidcid 2.118339
navy 1.237249
national_security 1.128044
name_disambiguation 0.832180
mustlinks 1.674510
mum 0.759383
multithreading 0.532001
multiple_information_sources 0.765390
multiplayer 0.645353
multi-relational 1.682055
multi-aspect 1.762452
mpn 1.000000
mpeg 0.524870
movement_pattern 1.062362
moreland 1.031927
monotonicity_properties 0.927517
monographs 0.968030
mobiarch 2.063247
mixed_state 1.100931
misra 1.107696
mirroring 0.881893
minimum_cut 0.889862
minet 1.058026
microaverage 1.856112
mfs 1.032971
metricguided 1.727104
metagraph 1.586406
meta_information 1.087970
messages_posted 1.193144
mediating 0.907028
mediate 0.733676
medge 1.162081
mdkc 1.679346
mdid 2.370770
maxsum 0.879405
maximum_indegree 0.956304
matrix_computations 1.394371
mathematicians 0.743894
matching_score 1.137308
matchedpairs 1.994408
master_equation 0.909473
markov_decision_process 1.150799
marcon 1.470052
map_inference 1.201854
malmgren 1.197590
mad 0.903943
mac_protocol 1.035603
lst 0.954281
lskmtc 1.855766
longtime 0.901552
logo 1.051298
locked 0.718776
locally_connected 0.808351
lnkmtc 1.796517
literature_review 1.073823
linear_fractional 0.949854
lindgren 1.413759
lifecyclebased 1.807410
learning_curve 1.049012
ldcrf 1.921847
lbab 2.081875
laurent 1.066390
latent_dirichlet 0.759517
laporta 1.282946
languagespecic 1.841308
lad 1.354746
labelword 1.966978
kuter 0.984114
ktt 1.173735
krishna 1.132559
kq 1.087202
klevel 1.900735
kinetic 1.025288
key_derivation 1.351781
ket 1.167067
kbase 1.740674
jsicj 1.907033
john_wiley 1.393118
jilles 2.104460
item_sets 1.080249
iswc 0.917768
istanbul 1.006611
isolating 0.680373
isolates 0.725826
ising_model 0.930275
invitation 1.035057
invertible 0.694202
interactive_communication 1.193122
insertions 0.698748
inparticular 2.026950
initial_guess 1.222049
inherited 1.106855
indications 0.898848
index_terms 0.783707
incrementing 0.974967
increasingly_complex 0.730097
incongruity 0.999973
incidentally 1.365237
implicitly_assumes 0.809890
immediacy 0.809745
imaging 0.826176
illinoiscoref 1.782618
ifaamas 1.454196
ici 0.936643
i3 0.846117
hypernym 0.962177
husband 1.107333
human_capital 1.277519
huffaker 0.984733
httpbit 1.713806
htopic 2.013291
hsn 1.582228
hsms 0.842559
hout 1.198240
houston 1.016474
hostnames 0.620777
horizontally 0.746080
hongbo 0.771616
hmr 0.920423
hmoksimrank 1.577779
hint 0.891251
hino 1.322209
highly_cited 1.072557
highest_scores 0.842967
hellerstein 1.018563
hearer 0.775325
habitat 0.828740
guv 1.298932
guillaume 1.266307
gtt 0.935000
grossglauser 2.064114
griffin 1.547385
greenberg 1.036272
gram 0.467428
goodman 1.146755
gks 0.615353
gki 1.212923
gerla 1.142021
ged 0.563009
gaussian_kernel 0.767035
gatech 1.720870
garden 1.041968
funny 1.083644
func 0.686033
ftrail 1.602233
fssl 1.314084
friend_or_foe 1.335371
freund 1.165629
frequent_subgraphs 0.712588
fraudeagle 1.777660
fort 1.148116
forrest 1.145030
forge 1.193952
footprints 0.742108
ferreira 0.961580
feeding 0.825051
feature_representations 1.115174
fcp 1.161369
fcm 0.753918
father 1.421233
farming 1.124345
fader 1.155355
fabric 0.815118
extremely_important 0.923869
extractors 0.886250
expired 0.936563
expire 0.832530
exits 0.804409
exerted 0.773065
exemplied 1.475615
exemplary 1.068582
executors 1.005967
exceptionally 0.850890
evolutionary_process 1.117111
evidence_collection 0.942260
evergrowing 0.986908
eventweet 1.496872
eventspecic 1.506625
ethics 0.865648
estimated_parameters 0.862484
esp 1.181525
escgr 1.937896
envelopes 0.836890
enumerates 0.912758
entrywise 0.932103
entailed 0.811477
encapsulates 0.750436
empirical_research 0.763030
emnlpconll 1.775276
emcat 1.818250
edge_removal 1.177722
edge_lengths 0.985744
ecoutliers 1.554169
